dgns_cd,description,hccesrdv21,hcc22,hccrxv05,hccesrd,hcc,hccrx,fyear
T591X2S,"Toxic effect of sulfur dioxide, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T592X2A,"Toxic effect of formaldehyde, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T592X2S,"Toxic effect of formaldehyde, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T593X2A,"Toxic effect of lacrimogenic gas, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T593X2S,"Toxic effect of lacrimogenic gas, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T594X2A,"Toxic effect of chlorine gas, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T594X2S,"Toxic effect of chlorine gas, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T595X2A,"Toxic effect of fluorine gas and hydrogen fluoride, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T595X2S,"Toxic effect of fluorine gas and hydrogen fluoride, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T596X2A,"Toxic effect of hydrogen sulfide, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T596X2S,"Toxic effect of hydrogen sulfide, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T597X2A,"Toxic effect of carbon dioxide, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T597X2S,"Toxic effect of carbon dioxide, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T59812A,"Toxic effect of smoke, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T59812S,"Toxic effect of smoke, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T59892A,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T59892S,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T5992XA,"Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T5992XS,"Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T600X2A,"Toxic effect of organophosphate and carbamate insecticides, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T600X2S,"Toxic effect of organophosphate and carbamate insecticides, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T601X2A,"Toxic effect of halogenated insecticides, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T601X2S,"Toxic effect of halogenated insecticides, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T602X2A,"Toxic effect of other insecticides, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T602X2S,"Toxic effect of other insecticides, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T603X2A,"Toxic effect of herbicides and fungicides, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T603X2S,"Toxic effect of herbicides and fungicides, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T604X2A,"Toxic effect of rodenticides, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T604X2S,"Toxic effect of rodenticides, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T608X2A,"Toxic effect of other pesticides, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T608X2S,"Toxic effect of other pesticides, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T6092XA,"Toxic effect of unspecified pesticide, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T6092XS,"Toxic effect of unspecified pesticide, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T6102XA,"Ciguatera fish poisoning, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T6102XS,"Ciguatera fish poisoning, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T6112XA,"Scombroid fish poisoning, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T6112XS,"Scombroid fish poisoning, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T61772A,"Other fish poisoning, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T61772S,"Other fish poisoning, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T61782A,"Other shellfish poisoning, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T61782S,"Other shellfish poisoning, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T618X2A,"Toxic effect of other seafood, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T618X2S,"Toxic effect of other seafood, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T6192XA,"Toxic effect of unspecified seafood, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T6192XS,"Toxic effect of unspecified seafood, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T620X2A,"Toxic effect of ingested mushrooms, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T620X2S,"Toxic effect of ingested mushrooms, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T621X2A,"Toxic effect of ingested berries, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T621X2S,"Toxic effect of ingested berries, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T622X2A,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T622X2S,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T628X2A,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T628X2S,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T6292XA,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T6292XS,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63002A,"Toxic effect of unspecified snake venom, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63002S,"Toxic effect of unspecified snake venom, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63012A,"Toxic effect of rattlesnake venom, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63012S,"Toxic effect of rattlesnake venom, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63022A,"Toxic effect of coral snake venom, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63022S,"Toxic effect of coral snake venom, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63032A,"Toxic effect of taipan venom, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63032S,"Toxic effect of taipan venom, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63042A,"Toxic effect of cobra venom, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63042S,"Toxic effect of cobra venom, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63062A,"Toxic effect of venom of other North and South American snake, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63062S,"Toxic effect of venom of other North and South American snake, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63072A,"Toxic effect of venom of other Australian snake, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63072S,"Toxic effect of venom of other Australian snake, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63082A,"Toxic effect of venom of other African and Asian snake, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63082S,"Toxic effect of venom of other African and Asian snake, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63092A,"Toxic effect of venom of other snake, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63092S,"Toxic effect of venom of other snake, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63112A,"Toxic effect of venom of gila monster, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63112S,"Toxic effect of venom of gila monster, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63122A,"Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63122S,"Toxic effect of venom of other venomous lizard, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63192A,"Toxic effect of venom of other reptiles, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63192S,"Toxic effect of venom of other reptiles, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T632X2A,"Toxic effect of venom of scorpion, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T632X2S,"Toxic effect of venom of scorpion, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63302A,"Toxic effect of unspecified spider venom, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63302S,"Toxic effect of unspecified spider venom, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63312A,"Toxic effect of venom of black widow spider, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63312S,"Toxic effect of venom of black widow spider, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63322A,"Toxic effect of venom of tarantula, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63322S,"Toxic effect of venom of tarantula, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63332A,"Toxic effect of venom of brown recluse spider, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63332S,"Toxic effect of venom of brown recluse spider, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63392A,"Toxic effect of venom of other spider, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63392S,"Toxic effect of venom of other spider, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63412A,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63412S,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63422A,"Toxic effect of venom of ants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63422S,"Toxic effect of venom of ants, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63432A,"Toxic effect of venom of caterpillars, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63432S,"Toxic effect of venom of caterpillars, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63442A,"Toxic effect of venom of bees, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63442S,"Toxic effect of venom of bees, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63452A,"Toxic effect of venom of hornets, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63452S,"Toxic effect of venom of hornets, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63462A,"Toxic effect of venom of wasps, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63462S,"Toxic effect of venom of wasps, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63482A,"Toxic effect of venom of other arthropod, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63482S,"Toxic effect of venom of other arthropod, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63512A,"Toxic effect of contact with stingray, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63512S,"Toxic effect of contact with stingray, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63592A,"Toxic effect of contact with other venomous fish, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63592S,"Toxic effect of contact with other venomous fish, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63612A,"Toxic effect of contact with Portugese Man-o-war, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63612S,"Toxic effect of contact with Portugese Man-o-war, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63622A,"Toxic effect of contact with other jellyfish, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63622S,"Toxic effect of contact with other jellyfish, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63632A,"Toxic effect of contact with sea anemone, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63632S,"Toxic effect of contact with sea anemone, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63692A,"Toxic effect of contact with other venomous marine animals, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63692S,"Toxic effect of contact with other venomous marine animals, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63712A,"Toxic effect of contact with venomous marine plant, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63712S,"Toxic effect of contact with venomous marine plant, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63792A,"Toxic effect of contact with other venomous plant, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63792S,"Toxic effect of contact with other venomous plant, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63812A,"Toxic effect of contact with venomous frog, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63812S,"Toxic effect of contact with venomous frog, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63822A,"Toxic effect of contact with venomous toad, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63822S,"Toxic effect of contact with venomous toad, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63832A,"Toxic effect of contact with other venomous amphibian, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63832S,"Toxic effect of contact with other venomous amphibian, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T63892A,"Toxic effect of contact with other venomous animals, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T63892S,"Toxic effect of contact with other venomous animals, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T6392XA,"Toxic effect of contact with unspecified venomous animal, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T6392XS,"Toxic effect of contact with unspecified venomous animal, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T6402XA,"Toxic effect of aflatoxin, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T6402XS,"Toxic effect of aflatoxin, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T6482XA,"Toxic effect of other mycotoxin food contaminants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T6482XS,"Toxic effect of other mycotoxin food contaminants, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T650X2A,"Toxic effect of cyanides, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T650X2S,"Toxic effect of cyanides, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T651X2A,"Toxic effect of strychnine and its salts, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T651X2S,"Toxic effect of strychnine and its salts, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T65212A,"Toxic effect of chewing tobacco, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T65212S,"Toxic effect of chewing tobacco, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T65222A,"Toxic effect of tobacco cigarettes, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T65222S,"Toxic effect of tobacco cigarettes, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T65292A,"Toxic effect of other tobacco and nicotine, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T65292S,"Toxic effect of other tobacco and nicotine, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T653X2A,"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T653X2S,"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T654X2A,"Toxic effect of carbon disulfide, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T654X2S,"Toxic effect of carbon disulfide, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
