compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00006765,241365,Swift County-Benson Hospital,1815 Wisconsin Avenue,Benson,MN,56215,1,,,,
CHSP00006766,451349,Swisher Memorial Hospital District,539 Southeast Second,Tulia,TX,79088,1,,,,
CHSP00006768,360239,Sycamore  Medical Center,4000 Miamisburg-Centerville Road,Miamisburg,OH,45342,1,HSI00000546,Kettering Health Network,Kettering,OH
CHSP00006769,440018,Sycamore Shoals Hospital,1501 West Elk Avenue,Elizabethton,TN,37643,1,HSI00000713,Mountain States Health Alliance,Johnson City,TN
CHSP00006770,154059,Sycamore Springs Hospital,833 Park East Boulevard,Lafayette,IN,47905,0,,,,
CHSP00006771,111319,Sylvan Grove Hospital,1050 Mcdonough Road,Jackson,GA,30233,1,HSI00001244,"WellStar Health System, Inc",Marietta,GA
CHSP00006772,,Syosset Hospital,221 Jericho Turnpike,Syosset,NY,11791,1,HSI00000767,Northwell Health,Great Neck,NY
CHSP00006773,33024F,Syracuse Veterans Affairs Medical Center,800 Irving Avenue,Syracuse,NY,13210,0,,,,
CHSP00006774,131315,Syringa Hospital and Clinics,607 West Main Street,Grangeville,ID,83530,1,,,,
CHSP00006775,180017,T. J. Samson Community Hospital,1301 North Race Street,Glasgow,KY,42141,1,,,,
CHSP00006776,180149,T.J. Health Columbia,901 Westlake Drive,Columbia,KY,42728,1,,,,
CHSP00006777,453025,TIRR Memorial Hermann,1333 Moursund Street,Houston,TX,77030,0,HSI00000654,Memorial Hermann Healthcare System,Houston,TX
CHSP00006778,,TLC Health Network - Lake Shore Hospital,845 Route 5 And 20,Irving,NY,14081,1,,,,
CHSP00006780,451370,TMC Bonham Hospital,504 Lipscomb Street,Bonham,TX,75418,1,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006781,030006,TMC HealthCare,5301 East Grant Road,Tucson,AZ,85712,1,HSI00001055,TMC HealthCare,Tucson,AZ
CHSP00006785,450774,TOPS Surgical Specialty Hospital,17080 Red Oak Drive,Houston,TX,77090,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00006786,,Tacachale,1621 Ne Waldo Rd,Gainesville,FL,32609,0,,,,
CHSP00006787,051328,Tahoe Forest Hospital District,10121 Pine Avenue,Truckee,CA,96161,1,,,,
CHSP00006788,292004,Tahoe Pacific Hospitals,2375 East Prater Way,Sparks,NV,89434,0,,,,
CHSP00006790,440050,Takoma Regional Hospital,401 Takoma Avenue,Greeneville,TN,37743,1,HSI00000010,Adventist Health System,Altamonte Springs,FL
CHSP00006791,100135,Tallahassee Memorial HealthCare,1300 Miccosukee Road,Tallahassee,FL,32308,1,HSI00001060,Tallahassee Memorial HealthCare,Tallahassee,FL
CHSP00006792,251304,Tallahatchie General Hospital,201 South Market,Charleston,MS,38921,1,,,,
CHSP00006793,100255,Tampa Community Hospital,6001 Webb Road,Tampa,FL,33615,1,HSI00000492,HCA,Nashville,TN
CHSP00006794,100128,Tampa General Hospital,1 Tampa General Circle,Tampa,FL,33606,1,HSI00000368,Florida Health Sciences Center,Tampa,FL
CHSP00006796,111320,Tanner Higgins General Hospital,200 Allen Memorial Drive,Bremen,GA,30110,1,HSI00001061,Tanner Health System,Carrollton,GA
CHSP00006797,110011,Tanner Medical Center-Carrollton,705 Dixie Street,Carrollton,GA,30117,1,HSI00001061,Tanner Health System,Carrollton,GA
CHSP00006798,110015,Tanner Medical Center-Villa Rica,601 Dallas Highway,Villa Rica,GA,30180,1,HSI00001061,Tanner Health System,Carrollton,GA
CHSP00006799,,Tarzana Treatment Centers,18646 Oxnard St,Tarzana,CA,91356,0,,,,
CHSP00006800,224001,Taunton State Hospital,60 Hodges Avenue Extension,Taunton,MA,02780,0,,,,
CHSP00006801,014011,Taylor Hardin Secure Medical Facility,1301 Jack Warner Parkway,Tuscaloosa,AL,35404,0,,,,
CHSP00006802,,Taylor Hospital,175 E Chester Pike,Ridley Park,PA,19078,1,HSI00000851,"Prospect Medical Holdings, Inc",Los Angeles,CA
CHSP00006803,110135,Taylor Regional Hospital,Macon Highway,Hawkinsville,GA,31036,1,,,,
CHSP00006804,180087,Taylor Regional Hospital,1700 Old Lebanon Road,Campbellsville,KY,42718,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00006805,141339,Taylorville Memorial Hospital,201 East Pleasant Street,Taylorville,IL,62568,1,HSI00000648,Memorial Health System,Springfield,IL
CHSP00006806,510085,"Teays Valley Health Services, Inc",1400 Hospital Dr,Hurricane,WV,25526,1,HSI00000147,"CAMC Health System, Inc",Charleston,WV
CHSP00006807,190014,Teche Regional Medical Center,1125 Marguerite Street,Morgan City,LA,70380,1,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00006808,051301,Tehachapi Valley Healthcare District,115 West 'e' Street,Tehachapi,CA,93561,1,,,,
CHSP00006810,054146,Telecare Heritage Psychiatric Health Center,2633 East 27th Street,Oakland,CA,94601,0,,,,
CHSP00006815,050775,Temecula Valley Hospital,31700 Temecula Pkwy,Temecula,CA,92592,1,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006816,030019,Tempe Saint Lukes Hospital Campus of Saint Lukes Medical Center,1500 S Mill Ave,Tempe,AZ,85281,1,HSI00000506,IASIS Healthcare Corporation,Franklin,TN
CHSP00006817,390027,Temple University Hospital,3401 North Broad Street,Philadelphia,PA,19140,1,HSI00001065,"Temple University Health System, Inc",Philadelphia,PA
CHSP00006818,,Temple University Hospital Episcopal Campus,100 E Lehigh Ave,Philadelphia,PA,19125,0,HSI00001065,"Temple University Health System, Inc",Philadelphia,PA
CHSP00006819,444022,Ten Broeck Tennessee Treatment Facility,"1 Medical Center Boulevard, 5 West",Cookeville,TN,38501,1,,,,
CHSP00006820,364042,Ten Lakes Center,"819 North First Street, 3rd Floor",Dennison,OH,44621,1,,,,
CHSP00006821,44018F,Tennessee Valley Healthcare System,1310 24th Avenue South,Nashville,TN,37212,0,,,,
CHSP00006822,440185,Tennova Healthcare - Cleveland,2305 Chambliss Avenue Nw,Cleveland,TN,37311,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006823,440024,Tennova Healthcare Cleveland,2305 Chambliss Ave Nw,Cleveland,TN,37311,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006824,440072,Tennova Healthcare Dyersburg Regional Medical Center,400 East Tickle Street,Dyersburg,TN,38024,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006825,,Tennova Healthcare Lebanon,500 Park Ave,Lebanon,TN,37087,0,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006826,440189,Tennova Healthcare Regional Hospital of Jackson,367 Hospital Boulevard,Jackson,TN,38305,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006827,440061,Tennova Healthcare Volunteer Community Hospital,161 Mount Pelia Road,Martin,TN,38237,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006828,440035,Tennova Healthcare-Clarksville,651 Dunlop Lane,Clarksville,TN,37040,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006829,440144,Tennova Healthcare-Harton,1801 North Jackson Street,Tullahoma,TN,37388,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006830,440083,Tennova Healthcare-Jamestown,436 Central Ave W,Jamestown,TN,38556,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006831,440056,Tennova Healthcare-Jefferson Memorial Hospital,110 Hospital Drive,Jefferson City,TN,37760,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006832,440033,Tennova Healthcare-LaFollette Medical Center,923 East Central Avenue,La Follette,TN,37766,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006833,440193,Tennova Healthcare-Lebanon,1411 Baddour Parkway,Lebanon,TN,37087,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006834,440137,Tennova Healthcare-Shelbyville,2835 Highway 231 North,Shelbyville,TN,37160,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006835,440153,Tennova Newport Medical Center,435 Second Street,Newport,TN,37821,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006836,440120,Tennova Physicians Regional Medical Center,900 East Oak Hill Avenue,Knoxville,TN,37917,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006837,150046,Terre Haute Regional Hospital,3901 South Seventh Street,Terre Haute,IN,47802,1,HSI00000492,HCA,Nashville,TN
CHSP00006838,190008,Terrebonne General Medical Center,8166 Main Street,Houma,LA,70360,1,,,,
CHSP00006839,454006,Terrell State Hospital,1200 East Brin Street,Terrell,TX,75160,0,,,,
CHSP00006841,131313,Teton Valley Health Care,120 East Howard Street,Driggs,ID,83422,1,,,,
CHSP00006842,222003,Tewksbury Hospital,365 East Street,Tewksbury,MA,01876,1,,,,
CHSP00006843,452033,Texas Center for Infectious Disease,2303 Se Military Drive,San Antonio,TX,78223,0,,,,
CHSP00006844,453304,Texas Children's Hospital,6621 Fannin Street,Houston,TX,77030,1,HSI00001069,Texas Childrens Hospital,Houston,TX
CHSP00006847,260024,Texas County Memorial Hospital,1333 South Sam Houston Boulevard,Houston,MO,65483,1,,,,
CHSP00006848,670083,Texas General Hospital,2709 Hospital Boulevard,Grand Prairie,TX,75051,1,,,,
CHSP00006849,,Texas General Hospital - Van Zandt Regional Medical Center,707 North Waldrip Street,Grand Saline,TX,75140,1,,,,
CHSP00006850,450064,Texas Health Arlington Memorial Hospital,800 West Randol Mill Road,Arlington,TX,76012,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006851,450891,Texas Health Center for Diagnostic & Surgery,"6020 West Parker Road, Suite 100",Plano,TX,75093,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006852,670085,Texas Health Harris Methodist Hospital Alliance,10864 Texas Health Trail,Fort Worth,TX,76244,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006853,450419,Texas Health Harris Methodist Hospital Azle,108 Denver Trail,Azle,TX,76020,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006854,450148,Texas Health Harris Methodist Hospital Cleburne,201 Walls Drive,Cleburne,TX,76033,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006855,450135,Texas Health Harris Methodist Hospital Fort Worth,1301 Pennsylvania Avenue,Fort Worth,TX,76104,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006856,450639,Texas Health Harris Methodist Hospital Hurst-Euless-Bedford,1600 Hospital Parkway,Bedford,TX,76022,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006857,450888,Texas Health Harris Methodist Hospital Southlake,1545 East Southlake Boulevard,Southlake,TX,76092,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006858,450779,Texas Health Harris Methodist Hospital Southwest Fort Worth,6100 Harris Parkway,Fort Worth,TX,76132,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006859,450351,Texas Health Harris Methodist Hospital Stephenville,411 North Belknap Street,Stephenville,TX,76401,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006860,670071,Texas Health Heart & Vascular Hospital Arlington,811 Wright Street,Arlington,TX,76012,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006861,450677,Texas Health Huguley Hospital Fort Worth South,11801 South Freeway,Burleson,TX,76028,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006862,450840,Texas Health Presbyterian Hospital Allen,"1105 Central Expressway North, Suite 140",Allen,TX,75013,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006863,450462,Texas Health Presbyterian Hospital Dallas,8200 Walnut Hill Lane,Dallas,TX,75231,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006864,450743,Texas Health Presbyterian Hospital Denton,3000 North I-35,Denton,TX,76201,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006865,670068,Texas Health Presbyterian Hospital Flower Mound,4400 Long Prairie Road,Flower Mound,TX,75028,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006866,450292,Texas Health Presbyterian Hospital Kaufman,850 Ed Hall Drive,Kaufman,TX,75142,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006867,450771,Texas Health Presbyterian Hospital Plano,6200 West Parker Road,Plano,TX,75093,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006868,670044,Texas Health Presbyterian Hospital of Rockwall,3150 Horizon Road,Rockwall,TX,75032,1,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006869,,Texas Health Seay Behavioral Health Hospital Plano,6110 W Parker Rd,Plano,TX,75093,0,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006870,452018,Texas Health Specialty Hospital,"1301 Pennsylvania Avenue, 4th Floor",Fort Worth,TX,76104,0,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006871,,Texas Health Springwood,2717 Tibbets Dr,Bedford,TX,76022,0,HSI00001072,Texas Health Resources,Arlington,TX
CHSP00006875,450889,Texas Institute for Surgery at Texas Health Presbyterian Dallas,"7115 Greenville Avenue, Suite 100",Dallas,TX,75231,1,,,,
CHSP00006876,452038,Texas NeuroRehab Center,"1106 West Dittmar Road, Building 9",Austin,TX,78745,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006877,450804,Texas Orthopedic Hospital,7401 South Main Street,Houston,TX,77030,1,HSI00000492,HCA,Nashville,TN
CHSP00006878,673060,Texas Rehabilitation Hospital of Arlington,900 W Arbrook Blvd,Arlington,TX,76015,0,,,,
CHSP00006879,673048,Texas Rehabilitation Hospital of Fort Worth,425 Alabama Avenue,Fort Worth,TX,76104,0,,,,
CHSP00006880,453314,Texas Scottish Rite Hospital for Children,2222 Welborn Street,Dallas,TX,75219,1,,,,
CHSP00006881,452116,Texas Specialty Hospital at Lubbock,4302b Princeton Street,Lubbock,TX,79415,0,,,,
CHSP00006882,450864,Texas Spine & Joint Hospital,"1814 Roseland Boulevard, Suite 100",Tyler,TX,75701,1,,,,
CHSP00006883,454111,Texas Star Recovery,1106 W Dittmar Rd,Austin,TX,78745,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006884,450324,Texoma Medical Center,5016 South Us Highway 75,Denison,TX,75020,1,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006885,281304,Thayer County Health Services,120 Park Avenue,Hebron,NE,68370,1,,,,
CHSP00006888,114023,The Bradley Center,2000 16th Ave,Columbus,GA,31901,0,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00006889,044005,The BridgeWay,21 Bridgeway Road,North Little Rock,AR,72113,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006890,184008,The Brook Hospital - KMI,8521 Old Lagrange Road,Louisville,KY,40242,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006891,184007,The Brook at Dupont,1405 Browns Lane,Louisville,KY,40207,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006892,030108,The CORE Institute Specialty Hospital,6501 North 19th Avenue,Phoenix,AZ,85015,1,,,,
CHSP00006894,104068,The Centers,5664 Sw 60th Avenue,Ocala,FL,34474,0,,,,
CHSP00006895,070011,The Charlotte Hungerford Hospital,540 Litchfield Street,Torrington,CT,06790,1,HSI00000201,Charlotte Hungerford Hospital,Torrington,CT
CHSP00006896,373302,The Children's Center Rehabilitation Hospital,6800 Nw 39th Expressway,Bethany,OK,73008,1,,,,
CHSP00006897,393304,The Children's Home of Pittsburgh,5324 Penn Avenue,Pittsburgh,PA,15224,1,,,,
CHSP00006898,393308,The Children's Institute of Pittsburgh,1405 Shady Avenue,Pittsburgh,PA,15217,0,,,,
CHSP00006899,,The Childrens Hospital Navicent Health,888 Pine St,Macon,GA,31201,1,HSI00000724,Navicent Health,Macon,GA
CHSP00006902,,The Childrens Hospital at Northwest Texas Healthcare System,1501 S Coulter St,Amarillo,TX,79106,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006907,070038,The Connecticut Hospice,100 Double Beach Road,Branford,CT,06405,0,,,,
CHSP00006911,,The Friary Of Lakeview,4400 Hickory Shores Blvd,Gulf Breeze,FL,32563,1,HSI00000076,Baptist Health Care,Pensacola,FL
CHSP00006912,,The HSC Pediatric Center,1731 Bunker Hill Road Ne,Washington,DC,20017,1,HSI00000216,Childrens National Medical Center,Washington,DC
CHSP00006913,270087,The HealthCenter,320 Sunnyview Lane,Kalispell,MT,59901,1,HSI00000538,Kalispell Regional Healthcare,Kalispell,MT
CHSP00006914,450893,The Heart Hospital Baylor Denton,2801 South Mayhill Road,Denton,TX,76208,1,HSI00000096,Baylor Scott and White Health,Dallas,TX
CHSP00006915,670025,The Heart Hospital Baylor Plano,1100 Allied Drive,Plano,TX,75093,1,HSI00000096,Baylor Scott and White Health,Dallas,TX
CHSP00006916,150175,The Heart Hospital at Deaconess Gateway,4007 Gateway Boulevard,Newburgh,IN,47630,1,HSI00000305,Deaconess Health System,Evansville,IN
CHSP00006920,070040,The Hospital at Hebrew Health Care,1 Abrahms Boulevard,West Hartford,CT,06117,1,HSI00000452,Hartford Healthcare Corporation,Hartford,CT
CHSP00006921,670006,The Hospital at Westlake Medical Center,"5656 Bee Caves Road, Suite M302",Austin,TX,78746,1,,,,
CHSP00006923,070035,The Hospital of Central Connecticut,100 Grand Street,New Britain,CT,06052,1,HSI00000452,Hartford Healthcare Corporation,Hartford,CT
CHSP00006924,070009,The Hospital of Central Connecticut,81 Meriden Ave,Southington,CT,06489,1,HSI00000452,Hartford Healthcare Corporation,Hartford,CT
CHSP00006926,670047,The Hospitals of Providence East Campus,3280 Joe Battle Boulevard,El Paso,TX,79938,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00006927,450002,The Hospitals of Providence Memorial Campus,2001 North Oregon Street,El Paso,TX,79902,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00006928,450668,The Hospitals of Providence Sierra Campus,1625 Medical Center Drive,El Paso,TX,79902,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00006929,,The Institute of Living,200 Retreat Ave,Hartford,CT,06106,1,HSI00000452,Hartford Healthcare Corporation,Hartford,CT
CHSP00006930,360016,The Jewish Hospital - Mercy Health,4777 East Galbraith Road,Cincinnati,OH,45236,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00006936,180106,The Medical Center Albany,723 Burkesville Road,Albany,KY,42602,1,HSI00000244,Commonwealth Health Corporation,Bowling Green,KY
CHSP00006937,181314,The Medical Center at Caverna,1501 South Dixie Street,Horse Cave,KY,42749,1,HSI00000244,Commonwealth Health Corporation,Bowling Green,KY
CHSP00006938,360274,The Medical Center at Elizabeth Place,One Elizabeth Place,Dayton,OH,45417,1,HSI00000546,Kettering Health Network,Kettering,OH
CHSP00006939,450518,The Medical Center of Southeast Texas,2555 Jimmy Johnson Boulevard,Port Arthur,TX,77640,1,HSI00000506,IASIS Healthcare Corporation,Franklin,TN
CHSP00006940,061314,The Memorial Hospital at Craig,750 Hospital Loop,Craig,CO,81625,1,,,,
CHSP00006941,,"The Methodist Hospitals, Inc Southlake Campus",8701 Broadway,Merrillville,IN,46410,1,HSI00001082,"The Methodist Hospitals, Inc",Gary,IN
CHSP00006943,193090,The NeuroMedical Center Rehabilitation Hospital,"10101 Park Rowe Avenue, Suite 500",Baton Rouge,LA,70810,0,,,,
CHSP00006945,460049,The Orthopedic Specialty Hospital,5848 South 300 East,Murray,UT,84107,1,HSI00000516,Intermountain Healthcare,Salt Lake City,UT
CHSP00006946,341324,The Outer Banks Hospital,4800 South Croatan Highway,Nags Head,NC,27959,1,HSI00001230,Vidant Health,Greenville,NC
CHSP00006947,144029,The Pavilion,809 West Church Street,Champaign,IL,61820,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006948,494032,The Pavilion at Williamsburg Place,5483 Mooretown Road,Williamsburg,VA,23188,0,,,,
CHSP00006949,450834,The Physicians Centre Hospital,3131 University Drive East,Bryan,TX,77802,1,,,,
CHSP00006953,263028,The Rehabilitation Institute of St. Louis,4455 Duncan Avenue,Saint Louis,MO,63110,0,HSI00000070,BJC HealthCare,Saint Louis,MO
CHSP00006957,170040,The University of Kansas Hospital,3901 Rainbow Boulevard,Kansas City,KS,66160,1,HSI00001173,University of Kansas Medical Center,Kansas City,KS
CHSP00006958,360048,The University of Toledo Medical Center,3000 Arlington Avenue,Toledo,OH,43614,1,HSI00001090,The University of Toledo Medical Center,Toledo,OH
